contract_id;start_date;end_date;termination_reason;is_b2b
063089540167;2010-10-23;;nan;y
881868565135;2017-01-25;;nan;n
973791477992;2014-01-01;;nan;n
813295636450;2012-02-12;;nan;y
107459300788;2012-01-05;2018-02-14;low quality;n
496483735988;2016-05-24;;nan;n
562999484940;2013-04-25;;nan;y
281610510229;2015-06-09;2018-04-27;too expensive;n
441598047872;2012-02-16;;nan;n
760294061865;2010-12-23;;nan;n
560770005908;2017-02-01;;nan;y
318979002152;2016-07-02;;nan;n
009965040439;2016-11-10;;nan;y
001868441728;2015-12-16;;nan;n
236443251909;2016-06-14;2018-01-30;death;n
057161086724;2012-12-19;;nan;y
766102676337;2017-04-23;;nan;n
099888715672;2010-12-16;;nan;n
739917074161;2013-07-22;;nan;n
891758928255;2014-11-16;;nan;n
095507354337;2017-11-28;;nan;n
083390672541;2011-04-12;;nan;n
575113771390;2015-12-02;2018-07-20;low quality;n
957922374692;2011-03-30;;nan;n
300639868335;2012-07-20;;nan;n
493553149100;2011-08-31;;nan;n
847872353029;2011-10-26;;nan;y
354023898300;2016-02-18;;nan;y
643120657210;2016-08-27;2018-04-29;too expensive;n
776216090299;2013-02-05;2018-02-21;death;y
583286360000;2013-10-25;;nan;n
433575276007;2010-06-12;;nan;n
558059781713;2015-12-21;;nan;y
135213129290;2015-08-28;;nan;n
119297784255;2011-11-19;;nan;y
520791794213;2011-05-31;;nan;n
421094999948;2017-08-24;2018-04-01;low quality;n
828915156585;2014-10-08;;nan;n
742737945638;2011-11-19;;nan;n
759429700672;2010-04-30;2018-12-05;death;n
786626341811;2010-02-08;2018-05-19;low quality;n
620665732343;2014-10-13;;nan;y
223842450016;2015-08-21;;nan;n
892336019185;2012-08-08;;nan;n
647233932305;2015-09-19;2018-09-06;low quality;n
354215880127;2012-07-25;;nan;n
198444621295;2012-06-14;;nan;y
356231798335;2013-08-25;;nan;n
095808364679;2017-03-12;;nan;n
754507164167;2011-07-19;;nan;n
690510636470;2014-10-28;;nan;n
865066723581;2013-03-12;;nan;y
014381826828;2016-01-06;;nan;n
292986218288;2010-09-22;;nan;n
790172436205;2014-12-12;;nan;y
937180676741;2014-10-21;;nan;n
603521755152;2016-01-27;2018-10-03;too expensive;n
799128259225;2016-01-13;2018-05-15;too expensive;n
849903792396;2015-01-20;;nan;y
813183075191;2014-09-12;2018-10-18;low quality;n
098964723558;2014-12-19;2018-01-30;too expensive;n
167642023125;2010-12-06;;nan;n
966571017139;2015-06-16;;nan;n
795543985100;2017-01-09;;nan;n
045029834551;2010-06-22;;nan;y
696891106552;2017-06-28;;nan;n
459831267992;2012-02-28;;nan;n
255165926347;2015-09-15;;nan;n
116042485826;2015-07-16;;nan;n
545831389890;2013-08-16;2018-02-03;low quality;n
900836880007;2010-10-19;;nan;n
219304499657;2010-09-22;;nan;n
222017195373;2014-06-11;;nan;n
891638348870;2014-04-11;2018-10-06;low quality;n
830956487444;2013-04-09;;nan;n
266707508350;2017-06-30;2018-05-13;low quality;n
294655090878;2015-10-03;;nan;n
138049959705;2013-04-18;;nan;n
317011565079;2010-05-28;;nan;n
376594705188;2012-01-24;;nan;n
947215964781;2012-10-23;;nan;n
604726234746;2012-07-09;;nan;y
427255770144;2012-01-14;;nan;n
099015973810;2011-05-24;;nan;y
119332184681;2013-05-06;;nan;n
362041109892;2016-09-18;;nan;y
798949491842;2016-04-04;;nan;n
993306542515;2011-03-21;;nan;n
913469827086;2011-01-03;;nan;n
979170532160;2010-09-21;;nan;y
280227706144;2010-04-18;2018-10-11;low quality;y
842446911270;2015-01-31;2018-05-24;low quality;n
217024538289;2011-07-04;;nan;y
023533376809;2011-04-14;;nan;n
721062526309;2012-02-05;2018-07-03;low quality;n
283374112756;2014-09-26;;nan;n
204406304271;2012-03-24;;nan;n
709233390453;2011-10-31;;nan;n
296800611208;2016-03-06;;nan;n
905221557841;2016-06-29;2018-10-05;too expensive;y
161844471232;2010-06-07;;nan;n
850775544488;2013-01-17;2018-01-28;low quality;y
749634775982;2014-04-09;;nan;n
282297045342;2010-10-08;;nan;y
673260949284;2012-02-11;;nan;n
105944694763;2012-10-08;2018-09-21;too expensive;y
892415615271;2012-02-08;;nan;n
296256200661;2013-08-07;;nan;n
178655945129;2016-12-03;;nan;n
422210168371;2012-12-25;;nan;n
290663444925;2015-09-02;;nan;y
451102051443;2015-02-26;;nan;n
714205387803;2011-12-30;;nan;y
035763604837;2010-06-11;;nan;n
710945434488;2015-09-25;;nan;n
305722901594;2015-08-16;;nan;n
745871214047;2015-11-24;;nan;n
109316883489;2012-10-11;;nan;n
015177797499;2011-08-01;;nan;n
864419987149;2016-02-09;;nan;y
271242972448;2017-05-07;;nan;n
397772340780;2014-05-20;2018-08-13;too expensive;n
521364033203;2012-10-20;;nan;n
662008816096;2016-04-03;;nan;n
993476410756;2017-10-01;;nan;n
023518835072;2013-01-21;;nan;n
925708248423;2013-11-05;;nan;y
050362524148;2017-07-05;;nan;n
737297747475;2015-02-03;2018-01-01;too expensive;n
719680683768;2010-04-04;;nan;n
370674445123;2014-08-21;;nan;n
146442051697;2016-06-19;;nan;n
506216062082;2016-04-25;;nan;n
441761892344;2012-10-02;;nan;n
392926940871;2013-04-06;;nan;n
540876274620;2015-08-06;;nan;n
852107356722;2016-07-29;;nan;n
759407743732;2011-06-03;;nan;n
961115577840;2012-06-04;;nan;n
113958781719;2012-11-04;;nan;n
958772777129;2011-02-25;;nan;y
358876262633;2016-11-07;;nan;n
355136240373;2010-01-26;;nan;n
641993103723;2017-12-06;;nan;n
265353232922;2016-04-03;;nan;n
377428409728;2012-04-06;;nan;n
649959732857;2016-04-18;;nan;n
639249668757;2012-12-29;;nan;n
367519246591;2011-03-04;;nan;n
012192864357;2016-06-13;;nan;n
506638461508;2014-04-20;;nan;y
494746208206;2012-09-22;;nan;n
377444559031;2014-04-21;;nan;n
594081747624;2015-04-02;2018-09-18;low quality;y
242784723049;2016-06-26;;nan;n
963661769119;2010-11-23;;nan;n
507494655097;2010-01-30;;nan;n
719499805717;2017-04-25;;nan;n
004008950478;2016-09-04;;nan;n
690369179190;2013-03-11;;nan;n
544357404758;2013-01-21;;nan;n
523416199758;2014-03-11;;nan;n
751729210710;2013-01-04;;nan;n
409134856092;2015-06-18;;nan;n
551522064017;2014-02-06;2018-03-03;low quality;n
977143721068;2011-03-12;;nan;n
115354071652;2011-01-03;;nan;n
812316259595;2013-02-03;;nan;n
483941243623;2013-05-12;;nan;n
559024850008;2015-01-27;2018-11-05;death;y
852200011211;2014-02-07;;nan;n
564481395582;2013-01-01;;nan;y
721577732254;2011-10-31;;nan;n
620303299189;2010-10-22;;nan;n
612733353450;2011-02-04;;nan;n
185223905232;2010-12-21;;nan;n
060890602701;2012-01-27;;nan;n
686504430759;2012-06-18;;nan;n
997918071432;2012-12-17;;nan;n
059318716663;2012-01-27;;nan;n
473841835482;2015-06-01;;nan;n
103623617861;2012-03-24;;nan;n
277966624150;2012-05-08;;nan;n
083706281804;2013-08-08;;nan;n
993583331911;2011-03-04;;nan;n
446273382742;2015-04-26;;nan;n
636972625976;2014-06-13;2018-01-13;too expensive;n
899264097083;2011-05-21;;nan;y
048729358655;2014-05-19;;nan;n
101983593773;2010-03-30;;nan;n
223507778871;2014-09-25;;nan;n
800203126107;2017-10-24;;nan;n
962222416114;2015-12-20;;nan;n
890883879942;2016-08-09;2018-06-20;death;n
654772497123;2015-05-05;;nan;y
034987218082;2012-12-10;2018-02-05;too expensive;n
721448948232;2017-01-30;;nan;n
411883369907;2011-12-31;2018-09-05;low quality;y
047685487403;2016-04-25;;nan;n
394945877389;2012-09-24;2018-04-08;too expensive;n
477642066361;2017-07-07;;nan;y
420687004532;2017-02-14;2018-05-21;low quality;n
425985279726;2016-11-27;;nan;y
354487318791;2016-10-18;;nan;n
206827257075;2010-09-27;;nan;n
081830009062;2013-01-09;;nan;n
708076490476;2010-05-02;;nan;n
113175241658;2015-07-23;2018-03-01;too expensive;n
673567179782;2011-11-18;;nan;n
490194412527;2013-10-20;;nan;n
637900150797;2013-08-05;;nan;y
625060726101;2016-04-17;;nan;n
277854580646;2017-11-11;;nan;n
787662798088;2013-10-12;;nan;n
464767276295;2012-06-12;;nan;n
362730892327;2012-02-04;;nan;y
714013675648;2013-06-30;2018-02-18;too expensive;n
748226447384;2013-05-29;2018-04-07;low quality;n
201623059034;2014-08-08;;nan;n
015101715941;2015-07-24;;nan;y
625687099533;2011-08-28;;nan;n
075303110986;2013-02-19;2018-09-08;too expensive;y
832096424408;2015-04-30;2018-12-23;too expensive;n
006917056244;2012-03-28;;nan;n
843219176976;2014-05-01;2018-10-24;too expensive;n
896305955827;2016-03-04;;nan;n
439580678276;2013-06-12;;nan;n
126803635542;2010-04-08;;nan;n
403448139584;2016-08-04;2018-05-19;death;n
528900574534;2012-04-16;2018-03-14;too expensive;n
074254792492;2017-11-22;;nan;n
940785514254;2013-01-30;;nan;n
880451869094;2010-10-04;;nan;n
955719513600;2013-03-24;2018-08-18;too expensive;n
747449451269;2013-03-07;;nan;n
291715518427;2011-10-25;;nan;y
195742787584;2011-01-21;;nan;n
787997265675;2011-03-03;;nan;y
605353753620;2013-05-09;;nan;y
846035578154;2017-08-15;2018-06-10;low quality;n
560083627817;2012-12-29;;nan;y
066335113702;2014-10-18;;nan;n
369635428100;2012-12-25;;nan;n
206086097974;2016-01-30;2018-12-31;death;n
104973509971;2016-10-13;;nan;n
864451942848;2010-10-24;;nan;n
925855258930;2017-01-01;2018-10-11;too expensive;n
714186174706;2017-02-16;2018-01-14;too expensive;n
578335343766;2014-09-30;2018-07-15;too expensive;n
174386546901;2011-07-04;;nan;n
238724902269;2010-03-21;;nan;y
829693808602;2014-03-08;;nan;n
515002916357;2016-07-01;;nan;y
650766374165;2015-03-14;;nan;y
766847341348;2012-11-28;;nan;n
886655010371;2013-11-03;;nan;n
234214025983;2016-12-01;;nan;n
178383148393;2011-01-07;2018-02-16;too expensive;n
472184541068;2015-06-14;;nan;n
925937791073;2012-10-06;;nan;n
784253695937;2011-10-04;;nan;n
731910365961;2011-08-17;2018-06-14;low quality;n
404595352020;2013-02-03;;nan;n
806075092796;2016-07-09;;nan;n
452690784633;2016-12-10;;nan;n
230725205569;2017-08-19;;nan;n
897276771187;2010-08-10;;nan;y
005281244208;2013-02-27;;nan;n
033369938720;2012-02-10;;nan;n
783484445039;2011-10-09;;nan;n
080213779809;2017-10-24;;nan;n
403930322346;2014-08-10;;nan;y
020119814325;2017-03-10;;nan;n
190210456298;2015-11-14;;nan;n
259181066772;2012-06-13;2018-12-17;too expensive;n
439754647985;2011-04-14;;nan;n
624915397863;2014-01-30;;nan;y
744166226816;2017-11-12;;nan;n
173690463633;2012-01-24;;nan;n
715437866133;2014-04-10;2018-03-25;too expensive;n
464301476249;2017-10-02;2018-12-31;low quality;y
258630805290;2015-02-18;2018-06-18;low quality;n
213682514169;2012-08-07;;nan;n
326729682519;2016-08-03;;nan;y
669063261744;2015-09-14;;nan;n
637055711479;2017-09-05;;nan;n
116057312973;2017-07-27;;nan;n
712712114131;2011-12-08;;nan;n
382981898955;2015-10-15;2018-03-22;low quality;y
119845679674;2011-01-18;;nan;n
062118402136;2014-07-22;;nan;n
081051567201;2013-05-22;;nan;n
899160238269;2014-10-22;2018-12-03;low quality;n
248308247409;2014-04-03;;nan;n
764507516613;2017-01-23;;nan;n
550385605047;2010-03-01;2018-06-19;low quality;n
199851745401;2015-08-29;2018-03-14;death;y
534657613580;2013-09-02;2018-06-30;death;y
351729763140;2017-01-07;;nan;n
193429583315;2017-09-28;;nan;y
199205300119;2013-01-17;;nan;n
092270643892;2017-12-31;;nan;n
116425668684;2012-02-16;2018-08-05;too expensive;y
905719906895;2011-08-26;2018-04-26;low quality;n
002618530608;2015-10-16;;nan;n
892121382896;2012-12-26;2018-04-15;too expensive;n
570047135445;2010-02-23;2018-08-02;too expensive;n
512557083965;2013-08-04;;nan;n
779379311816;2012-11-09;;nan;y
226483643444;2014-05-15;2018-10-19;death;n
906006380024;2010-04-11;2018-02-16;low quality;y
369062651108;2015-03-02;;nan;n
977032995699;2010-06-25;;nan;n
630190162986;2017-05-06;;nan;y
491155847777;2015-11-23;2018-04-12;too expensive;n
565334144804;2013-01-21;;nan;n
471239583266;2017-03-24;;nan;n
819576386227;2011-12-16;2018-08-21;death;n
208339983456;2010-12-31;;nan;n
659854135964;2013-07-17;;nan;n
903817276488;2015-06-23;;nan;n
470669275985;2014-06-27;;nan;n
473892547027;2010-07-29;2018-01-31;too expensive;n
880586646842;2010-03-29;;nan;n
295901014455;2017-08-19;;nan;n
232334327689;2013-06-08;;nan;n
485210547967;2012-03-30;;nan;y
419640716845;2010-06-07;;nan;n
639336132418;2014-07-15;;nan;n
059407746098;2013-04-24;2018-05-15;low quality;n
631607224931;2011-08-29;;nan;n
283999279293;2012-03-11;;nan;n
553244348448;2016-10-19;2018-09-18;too expensive;n
052221665349;2016-08-20;;nan;n
459670643563;2010-02-04;;nan;n
342027956826;2016-03-18;2018-02-04;too expensive;n
542724601870;2016-11-02;2018-04-06;too expensive;y
988442795375;2014-10-02;;nan;y
940729811843;2011-07-18;2018-10-17;low quality;n
432578227971;2014-04-29;;nan;y
973731585309;2012-03-04;;nan;n
314483781887;2017-05-21;;nan;y
644785664834;2010-02-21;;nan;n
794143690433;2017-12-01;;nan;n
450460106150;2016-11-29;;nan;n
561744865269;2017-07-09;;nan;y
702356550574;2014-01-08;;nan;y
280017976249;2010-11-03;2018-10-04;too expensive;n
750803946047;2015-12-27;;nan;n
867335954721;2012-06-06;;nan;y
947342397041;2012-01-24;;nan;n
617602775929;2017-04-11;;nan;n
217633638039;2016-03-23;;nan;n
147336474442;2015-06-01;;nan;y
651172579346;2015-11-14;2018-06-14;death;n
360141526216;2015-11-01;;nan;n
568937768041;2016-12-06;;nan;n
630706470288;2017-12-31;;nan;n
813138613584;2011-08-15;;nan;n
467306879716;2015-06-23;2018-09-19;too expensive;n
646339038438;2014-08-11;2018-07-20;death;n
755604896973;2013-10-20;;nan;n
476930921367;2017-09-22;;nan;n
077489667725;2010-03-27;2018-08-10;death;n
004185752294;2015-10-29;;nan;n
867267300837;2016-07-10;;nan;n
205363402819;2010-11-04;;nan;n
451378337301;2016-07-29;;nan;n
142062748754;2017-04-05;;nan;y
820605834984;2014-01-23;;nan;y
328052506813;2012-01-24;;nan;n
290950139198;2012-07-04;2018-05-08;death;y
353263861570;2010-02-25;;nan;n
247145039733;2015-01-25;;nan;n
262680774192;2011-04-28;;nan;n
755056110877;2017-01-12;;nan;n
491543219481;2014-03-27;;nan;n
892609572993;2017-03-08;;nan;n
236106691639;2016-03-03;;nan;n
681558004766;2011-01-11;2018-02-22;too expensive;n
766532523175;2017-06-20;;nan;n
176757259379;2013-02-17;;nan;n
252541316806;2015-08-17;;nan;n
945550531421;2017-12-11;;nan;y
245641182024;2011-09-12;;nan;n
084924724088;2010-07-14;;nan;n
417006701406;2014-10-13;;nan;n
460859925771;2012-11-08;;nan;y
022713499829;2017-12-24;2018-02-25;low quality;n
974579717537;2015-12-12;;nan;y
340099696034;2011-01-27;;nan;y
829877191929;2012-06-08;;nan;n
718967729449;2015-11-24;2018-01-13;death;n
361518762852;2013-03-12;;nan;n
981617337836;2011-03-14;;nan;y
804472637162;2011-07-28;;nan;n
429901835420;2013-09-04;;nan;n
561044659914;2016-03-09;;nan;n
597792912961;2015-06-15;2018-09-01;too expensive;n
773649550503;2010-09-23;2018-08-27;death;y
738481360236;2017-04-07;;nan;y
116847627260;2014-03-24;2018-12-10;low quality;y
984298833351;2015-04-08;;nan;n
333558909331;2017-07-30;;nan;n
078525262409;2012-04-23;;nan;n
228721937740;2012-03-14;2018-02-25;low quality;y
420057157476;2015-04-26;;nan;n
292045938205;2015-07-15;;nan;n
171219996689;2015-06-14;;nan;n
256778886955;2013-11-01;;nan;n
260111729283;2017-02-10;;nan;n
364338711446;2015-04-14;2018-02-12;too expensive;n
607566411383;2016-09-29;;nan;n
669441195147;2016-06-02;;nan;n
519193136752;2013-06-07;2018-07-05;death;n
137155705139;2010-05-13;2018-06-09;low quality;n
904649588622;2014-12-17;;nan;n
443188076506;2012-04-23;;nan;n
652874033852;2011-09-10;;nan;y
195927986156;2013-02-12;2018-01-17;death;n
613469808795;2011-12-01;;nan;n
608129850794;2016-09-13;;nan;n
032370439048;2015-08-28;;nan;n
134276296171;2010-10-15;;nan;n
785924195150;2016-10-20;;nan;y
800059317142;2014-04-09;;nan;n
448065202963;2011-05-22;;nan;y
324679204724;2012-03-04;;nan;n
432605092357;2016-03-02;2018-02-22;too expensive;y
204138568065;2012-08-16;;nan;y
749369877826;2015-01-26;2018-10-16;too expensive;n
320977295798;2011-11-05;2018-10-19;too expensive;n
912639881576;2014-01-16;;nan;y
279421373161;2011-02-05;;nan;n
273321366243;2016-11-02;2018-11-24;too expensive;n
311941353531;2014-04-04;;nan;n
906925160252;2013-12-17;;nan;n
299173227748;2017-10-16;;nan;n
166714464847;2011-05-09;;nan;y
777258151673;2014-10-31;;nan;y
527365029491;2013-07-12;;nan;y
202718644331;2012-03-30;2018-02-23;too expensive;y
052424707505;2017-11-08;;nan;y
805188450489;2017-09-11;2018-10-11;too expensive;n
027234831792;2015-11-12;;nan;n
500687485004;2013-04-02;;nan;n
227241680231;2012-01-30;;nan;n
453871521359;2010-07-24;;nan;n
172181861550;2010-07-28;;nan;n
934560269680;2010-07-09;;nan;n
991289733617;2014-01-14;;nan;n
663879756806;2017-01-09;2018-05-27;too expensive;n
895359350945;2016-02-08;;nan;n
786171689446;2017-03-19;;nan;n
034546725980;2016-09-21;;nan;y
219339527260;2015-07-14;;nan;n
612492134090;2013-05-11;;nan;n
093506815067;2010-09-07;;nan;n
107100379321;2017-09-29;;nan;n
030474848826;2014-01-07;2018-06-10;too expensive;y
813961363465;2017-02-21;;nan;n
953223280023;2011-01-10;;nan;n
838976822441;2016-01-12;;nan;n
349147315515;2017-05-12;;nan;n
630496432466;2014-05-21;;nan;y
449212685459;2014-03-18;2018-04-17;too expensive;n
682847755371;2012-09-22;;nan;n
417695202317;2013-10-08;;nan;n
938656912377;2010-05-21;2018-12-12;low quality;n
430564405741;2016-09-26;;nan;n
449264043565;2012-10-27;;nan;n
534382601461;2017-04-14;2018-04-13;too expensive;n
635458163982;2013-11-16;;nan;n
707884301793;2015-12-28;;nan;n
016510838476;2017-10-10;;nan;n
424382367090;2011-12-25;2018-04-14;death;n
069276566089;2013-08-26;;nan;y
925188992329;2014-12-23;;nan;n
686055214712;2013-07-23;;nan;y
052694123232;2012-11-30;;nan;n
935511926717;2017-05-25;;nan;n
529399528293;2014-11-16;;nan;n
675455048466;2015-07-01;;nan;n
773704494492;2016-12-18;;nan;n
530313380129;2011-01-11;;nan;n
869069851386;2016-05-22;;nan;n
712583565745;2017-06-24;;nan;n
457619365556;2012-12-03;;nan;n
852377086400;2013-10-01;2018-10-31;low quality;n
928775563090;2010-02-07;2018-02-02;too expensive;n
305319992109;2011-10-24;2018-02-05;too expensive;n
633877646682;2014-12-04;;nan;n
432249288096;2016-09-26;;nan;n
982662745507;2011-01-27;;nan;n
893008519514;2011-07-31;;nan;n
550126440662;2015-09-15;;nan;y
232050888896;2012-05-28;2018-06-27;low quality;n
581299570359;2013-03-30;;nan;n
462267020723;2013-07-08;2018-05-28;death;y
451086359371;2014-05-17;2018-03-15;too expensive;n
962703921844;2014-02-11;;nan;n
645622993238;2015-07-09;;nan;n
799110116730;2012-05-16;;nan;n
641505290136;2014-12-29;2018-01-17;low quality;n
922929150983;2017-08-17;;nan;n
740573596582;2013-11-23;;nan;n
222380481755;2016-09-27;;nan;n
005324847273;2012-12-31;;nan;n
706442420728;2010-07-31;;nan;n
632570066768;2015-02-19;;nan;n
264652085236;2012-05-18;;nan;n
505721274769;2012-03-14;;nan;n
740183282106;2011-05-17;;nan;n
604606996383;2013-05-23;;nan;y
208210622070;2015-08-10;2018-05-18;too expensive;n
803951965931;2017-09-16;;nan;y
383750780541;2010-03-31;;nan;y
939206379575;2011-10-25;2018-09-22;death;n
989592021912;2010-07-26;;nan;n
561268500018;2013-02-25;;nan;n
997225246596;2010-05-04;;nan;n
705218154046;2017-07-05;;nan;n
836714855938;2015-06-08;;nan;n
435307884163;2015-05-09;;nan;n
530993108328;2015-02-21;;nan;n
831632464973;2012-01-15;;nan;n
086983015689;2011-02-20;;nan;n
038819202998;2017-09-18;;nan;n
696531149249;2017-06-05;;nan;n
722002704407;2015-06-20;;nan;n
419859618050;2011-10-09;;nan;n
458321127219;2011-03-05;2018-08-28;low quality;y
365626668854;2017-02-02;;nan;n
416298140162;2010-06-18;;nan;y
714486018324;2016-04-18;;nan;n
690873969766;2017-01-11;;nan;y
190474659753;2013-09-08;;nan;n
648369160210;2013-05-16;;nan;y
715277450410;2012-10-14;;nan;n
468088779304;2013-02-16;2018-04-15;too expensive;n
973467668161;2016-02-18;2018-05-20;low quality;n
680011799882;2014-06-17;2018-10-13;low quality;n
400234893655;2017-08-02;;nan;n
374632315059;2013-06-30;;nan;n
612935482068;2017-11-03;2018-07-10;low quality;n
518282011295;2010-09-19;;nan;n
910545002628;2011-12-10;;nan;y
795116256932;2012-12-28;;nan;y
086928907781;2016-05-17;;nan;n
956996062869;2016-01-01;;nan;n
244813971035;2016-09-12;2018-03-26;too expensive;n
654278994193;2016-12-24;;nan;y
267544575622;2012-05-29;;nan;n
441698652456;2012-03-07;2018-02-21;low quality;n
422295087600;2013-06-01;;nan;n
352558781734;2014-06-03;;nan;n
539409601690;2013-05-24;;nan;y
390632518546;2011-09-30;2018-11-10;death;n
387285897873;2017-06-07;;nan;y
961214421913;2014-08-01;;nan;n
048856368917;2014-07-05;2018-12-15;death;n
583253856486;2015-01-05;;nan;n
061712759557;2010-09-20;;nan;n
292716948605;2015-08-30;;nan;n
223007103118;2017-04-06;;nan;n
554191806835;2013-06-06;2018-06-29;death;n
758272585624;2014-02-02;2018-10-14;low quality;y
755270617597;2010-09-06;;nan;n
467465203697;2010-12-20;2018-04-30;death;n
080238640429;2014-11-02;;nan;n
575616005568;2011-04-29;2018-12-02;too expensive;n
262397699809;2011-09-17;2018-06-01;low quality;n
802494853033;2017-06-13;;nan;y
930262592951;2012-06-23;;nan;n
242165083601;2011-06-02;2018-09-07;low quality;n
193641625495;2016-10-23;;nan;n
443679947167;2013-03-05;;nan;n
838542501522;2011-09-21;;nan;n
522459073508;2013-01-06;;nan;y
828392833953;2012-10-29;;nan;n
716869340855;2012-08-02;2018-06-08;too expensive;n
147981619723;2012-02-05;2018-10-30;too expensive;n
666218168982;2010-09-29;;nan;n
137418467278;2010-07-24;;nan;n
738216607542;2012-10-20;2018-05-20;too expensive;n
879260356870;2011-11-27;;nan;n
380332480998;2017-08-28;;nan;n
912161651415;2011-09-06;2018-02-16;death;n
836489590817;2015-07-10;;nan;n
340677416930;2015-08-19;;nan;n
265071315733;2015-03-14;;nan;n
521747241151;2016-11-30;;nan;n
287842056269;2017-04-14;;nan;n
534245585868;2010-04-20;2018-06-27;too expensive;y
375372468851;2010-12-30;;nan;y
434044779271;2011-09-05;;nan;n
863633165286;2014-11-04;;nan;y
531406386940;2016-08-10;;nan;y
070230614938;2012-08-05;;nan;n
605819068660;2016-10-14;2018-07-30;too expensive;n
519454701468;2015-07-21;;nan;n
302961387751;2016-03-10;;nan;n
693838001806;2011-05-25;;nan;n
194340340231;2014-02-22;;nan;y
525644289492;2015-03-01;;nan;n
984615443935;2013-10-12;;nan;n
849105708444;2011-11-13;;nan;y
414242980689;2013-02-03;;nan;n
871871371092;2012-04-29;;nan;n
792041815765;2011-10-24;2018-07-28;low quality;n
851382355935;2011-12-11;2018-01-06;too expensive;n
884919626125;2013-06-18;;nan;n
326022902192;2017-05-26;;nan;n
713517826403;2012-02-18;;nan;n
663585909721;2015-05-09;;nan;n
481349610095;2010-07-08;;nan;y
978937930815;2016-04-03;;nan;n
083085277539;2016-07-10;;nan;n
210796006048;2015-03-31;;nan;n
057967145008;2016-02-16;;nan;y
546036020413;2014-07-18;;nan;y
385443711924;2011-01-21;;nan;n
726131966907;2011-07-18;;nan;n
542383005022;2012-05-05;2018-07-15;too expensive;n
639743157131;2012-06-22;;nan;n
154050051304;2014-06-01;;nan;n
464663336472;2017-05-07;;nan;y
780388623696;2015-11-04;2018-04-25;low quality;n
033849307048;2016-12-08;;nan;y
884027433652;2016-09-22;2018-11-23;low quality;n
268368779439;2012-08-15;;nan;n
610202993114;2014-02-01;;nan;y
714756223552;2010-03-29;;nan;y
772537177037;2011-09-18;2018-07-14;too expensive;n
109278782628;2013-11-21;2018-03-26;low quality;n
491657510741;2016-01-31;;nan;n
466971689930;2014-02-05;2018-12-11;too expensive;y
926346961452;2015-02-21;;nan;n
002087253292;2012-09-11;;nan;y
088520338317;2011-10-22;;nan;n
195774362785;2016-12-29;;nan;n
503591358392;2014-11-23;;nan;n
090791055413;2016-03-08;;nan;n
506700210142;2016-09-02;;nan;y
279420488315;2010-09-11;;nan;n
067389334796;2016-07-19;;nan;n
574933341622;2017-08-27;;nan;n
492508301464;2010-03-27;;nan;n
021477463882;2011-08-28;;nan;n
901037295380;2012-11-20;2018-06-26;too expensive;n
039173629447;2017-09-05;;nan;n
213978228893;2010-09-06;;nan;n
213593651168;2010-10-28;2018-12-06;too expensive;n
067061863305;2016-04-24;;nan;n
244746786572;2017-08-17;2018-10-11;too expensive;y
178744963948;2010-06-23;;nan;y
715289845709;2012-02-02;;nan;n
331915214323;2013-03-26;;nan;n
690401664055;2015-12-08;2018-05-04;low quality;n
698660043093;2017-06-13;;nan;y
110412763460;2013-07-15;;nan;n
564046541522;2016-12-06;;nan;y
736796395424;2013-07-16;;nan;n
661455548560;2017-04-27;;nan;n
484714395139;2017-02-04;;nan;n
842130344337;2011-03-10;;nan;n
470015446335;2013-06-30;;nan;n
888474423084;2010-10-06;;nan;n
015427568391;2010-08-10;;nan;n
937279923799;2012-07-17;;nan;n
841203575860;2014-07-09;;nan;n
739696269850;2012-01-13;;nan;n
409947504006;2011-03-28;;nan;n
479767762714;2014-08-11;;nan;n
816401935837;2017-04-25;;nan;n
915208346274;2010-04-15;;nan;n
656209294680;2016-10-15;;nan;y
321306805729;2010-02-27;;nan;y
002680888538;2014-11-03;;nan;n
164045820118;2011-04-09;;nan;n
284234943616;2015-03-10;;nan;y
155838287084;2010-04-06;2018-07-23;low quality;n
678880969989;2017-11-11;;nan;n
988816799795;2014-10-18;;nan;n
045040105543;2016-04-19;;nan;y
816948873317;2014-11-12;;nan;n
053371169589;2013-11-17;;nan;y
444466844722;2013-03-26;;nan;n
607245332777;2011-06-13;;nan;y
859866904324;2014-01-10;2018-10-10;too expensive;y
713009995140;2010-02-22;;nan;n
827338587372;2013-03-07;;nan;n
220071026714;2015-02-14;;nan;n
052892878437;2017-11-24;;nan;n
776596791785;2010-06-30;;nan;n
355633411803;2016-06-24;;nan;n
869939820387;2013-02-08;;nan;n
587698704901;2015-09-08;2018-01-10;low quality;y
337949226867;2017-06-22;2018-05-03;death;n
962013896657;2013-02-14;2018-04-01;low quality;n
932814542097;2016-12-21;;nan;y
042446921297;2014-11-17;;nan;n
478373183925;2014-02-21;;nan;n
910529866901;2014-08-05;;nan;n
758272252955;2010-04-04;;nan;n
157139175836;2017-03-14;;nan;n
105859925679;2012-07-26;;nan;n
480182128039;2011-06-07;2018-12-16;low quality;n
971361476452;2015-01-28;;nan;n
458829545404;2013-09-11;2018-09-28;too expensive;n
245971922868;2010-07-02;;nan;n
293806076450;2014-09-13;;nan;y
738573283139;2014-07-07;;nan;n
074424467430;2013-09-16;2018-01-20;low quality;n
139373127227;2012-01-06;;nan;n
038095478310;2017-11-08;;nan;n
